VideoID,Comments,Labels
z1riW7za2EQ,"I feel sorry for those tank crews, they know what awaits them.",SkyNews
z1riW7za2EQ,This man is increasingly moving into the realms of fantasy.,SkyNews
z1riW7za2EQ,Just in time for mud season. 60 odd tonnes stuck in the mud.,SkyNews
z1riW7za2EQ,abrams is a gamechanger... 🥱🥱🥱,SkyNews
z1riW7za2EQ,"First Bradleys were a ""vital gamechanger"", then Ukrainians failed to use them properly and lost many.
Second Leopard 2 was the ""vital gamechanger"", then Ukrainians failed to use them properly and lost many.
Now M1 Abrams will prove ""vital"" ... Any guess what will happen to these tanks ?",SkyNews
z1riW7za2EQ,ooh. an other game changer no one can stand against on the battlefields of hollywood...,SkyNews
z1riW7za2EQ,This tanks are good for the winter counter offense.,SkyNews
z1riW7za2EQ,"We heard this all before.  Hi are, Bradley’s challengers leopards. Every new western weapon is going to be the game changer.",SkyNews
z1riW7za2EQ,"So he is saying that Russia isn't countering the Ukrainian countering battery radars with their own!
Is this the new ""they are running of ammo"" rhetoric?!",SkyNews
z1riW7za2EQ,"The goal isn’t to win, it’s to fight.",SkyNews
z1riW7za2EQ,Taking out the orcses planes with cardboard drones😂Slava ukraina🇺🇦,SkyNews
z1riW7za2EQ,"Hello there, don’t worry about
nuclear war. Keep praying the
Rosary everyday for world peace
& conversion. It’s time to invest.
God bless.🧀",SkyNews
z1riW7za2EQ,"Another ""game changer"". They will burn like all the rest.",SkyNews
z1riW7za2EQ,"M1 Abrams will be just as worthless as Leopards and Challengers, which are so problematic they haven't even been deployed for combat.",SkyNews
z1riW7za2EQ,He got all the tank numbers and timeline wrong.,SkyNews
z1riW7za2EQ,Propaganda,SkyNews
z1riW7za2EQ,Sky news. Your no1 channel for doom and gloom.,SkyNews
z1riW7za2EQ,"The Abrams is a tank that's too heavy for the Eastern European ground.
The might of the Russian Artillery will give good account of the Abrams as it did with the Leopards.",SkyNews
z1riW7za2EQ,"If, if ,if.......",SkyNews
z1riW7za2EQ,"These tanks will get bogged down in the October mud, taken out by drones or disabled by mines the same as any other tank. The myth surrounding the invincibility of the Abrams is just that, myth. The great tank battles of yeteryear are not going to be repeated for the sake of battletank fans. War is very different due to changing technology.",SkyNews
z1riW7za2EQ,How the he'll ar 18... yes.just 18. AMERICAN TANKS GOING TO MAGE A DIFFERENCE. THEY SHOULD HAVE SENT 100 SIX MONTHS AGO!  EVEN THE 777 HOWITZERS HAD THEIR TECH AIMING SYSTEMS REMOVED...  AMERICA IS PLAYING A VERY DOUBLE SIDE GAME HERE.,SkyNews
z1riW7za2EQ,"The only advantage the Abrams will bring to the Ukrainian battlefield is much higher survivability for its crew. Which is great because the M1 is a fat, hot, and noisy 70 ton gas guzzling lumbering target that can become mobility or mission killed just as easily as any western MBT. Once it loses a track it's nothing but a big steel bullet magnet. The M1 should be relegated to leading offensive pushes in the event of a Ukrainian breakout. Not for crossing minefields and dragon's teeth where they can be picked off.",SkyNews
z1riW7za2EQ,Was America invited in Syria or we in a sovereign country without rule,SkyNews
z1riW7za2EQ,Your assumptions not go into reality in the frontlines but keep false hope alive.,SkyNews
z1riW7za2EQ,Imagine if Ukraine didn't have NATO support?,SkyNews
z1riW7za2EQ,"Dash for the coast ,hahahahahahahahah",SkyNews
z1riW7za2EQ,"A day late and many dollars short they would easily burn as well, it's alway if ,could and maybe ,this is western media BS",SkyNews
z1riW7za2EQ,Abraham's is not built too fight in Europe it's too heavy and needs lot's of maintenance it is going to be a shambles.,SkyNews
z1riW7za2EQ,"HaHaHa  is this a comedy show,",SkyNews
z1riW7za2EQ,Zelensky will keep em as *hang around da fort* tools!,SkyNews
z1riW7za2EQ,"They said the same about the leopard tanks ,31 tanks will do nothing ,they need more like 300 of them just move wishful thinking from the MSM .",SkyNews
z1riW7za2EQ,Talk about self deception. Have the Ukrainians ever reached the Russian defencive line? If those that are responsible for attacking Russia (Britain and America) can't stop believing their own propaganda Ukraine will be destroyed and so will we.,SkyNews
z1riW7za2EQ,"Accurate strikes on Russian 😆 🤣 😂 😹  they can't hide it no more.
The media can't hide it no more",SkyNews
z1riW7za2EQ,The obliterated german leopard tanks were also very vital to the now failed ukrainian counteroffensive.,SkyNews
z1riW7za2EQ,Another 'game changer' how many has that been now ? Who is kidding who ??,SkyNews
z1riW7za2EQ,war games with innocent lives lost,SkyNews
z1riW7za2EQ,"Sure, tell the money that they spend their hard earned cash well… how many are there? How many leopards?",SkyNews
z1riW7za2EQ,Abrams is not a match for the Russian Kornet ATGM... Ukrainians can conquer one village with Abrams if they are lucky...,SkyNews
z1riW7za2EQ,The t 90 is better than the Abrams send it to Ukraine and they burn to dust,SkyNews
z1riW7za2EQ,"If no one will acknowledge the truth, i will!! UKRAINE IS LOSING THE WAR!!!!",SkyNews
z1riW7za2EQ,"M1's will go the same way as the Leopards, Geopards, Bradley vehicles, LeClerq and the rest of NATO / USA's so called wonder weapons that cannot even defeat goat herders with AK47's - smouldering burning wrecks",SkyNews
z1riW7za2EQ,Can't wait to see these as smouldering wrecks on the battlefield.,SkyNews
z1riW7za2EQ,"USA tech still superior, after how many years? Abrahams is how old?",SkyNews
z1riW7za2EQ,Has anyone taken the Lancets into consideration? What a waste of good money sending all the equipment to Ukraine...,SkyNews
z1riW7za2EQ,"A tank with a turbine engine that runs extremely hot  (1000) that can be seen from any budget satelight that's currently spinning around the globe allowing anyone looking to see straight away from the tanks heat bloom that it's a M1. Now Russia can also use depleted uranium against the Ukraine as well, just all so stupid and such a waste of life. The Ukraine has lost, everyone knows it.",SkyNews
z1riW7za2EQ,Do not matter what kind of tank is sendt all will get blow up stop believe in wonder-weapon!!!,SkyNews
z1riW7za2EQ,"Still propagate this war.
Natos weapons do not change
anything if use your brains.
Ukraine have nothing after this
latest weapons arraived.
Nato is out of shells and the
weapons.
Ukraine have not achived a bit.
They lose people in big nr.
Experts do not care of them.
1 or 2 russians to 10 Ukrainian. 
Nothing speak for succsess!
We prolong this war only.",SkyNews
z1riW7za2EQ,Personally I think the Adrian is too big a tank to be operating in Ukraine witch is  Mostly. Forest and water plains😊,SkyNews
z1riW7za2EQ,"Literally ...playing top trumps! Game changers....Javelins ,Himas , Bradley's , Leopard etc ....A complete media war where the Ukranians die for media opportunities and selfies with flags.
     The casualties of war are the western politicians and their illegal genocide and abuse of international law 
    It's nearly over for the Ukrainian people ,and NATO.",SkyNews
z1riW7za2EQ,🤣🤣🤣,SkyNews
z1riW7za2EQ,More targets. Apparently the Russian nick name for the Abrams is 'clumsy elephant'.,SkyNews
z1riW7za2EQ,"Utter rubbish. The Abrams tank will be destroyed as easily as with the German Leopard 2 tanks. American weapons are just overhyped, like their Himars etc.",SkyNews
z1riW7za2EQ,They were saying the same thing with the German tanks.,SkyNews
z1riW7za2EQ,"The key word is "" if """,SkyNews
z1riW7za2EQ,"""very reliable"" is this guy drunk on propaganda koolaid? nobody in the military will describe the M1 Abrams as ""reliable""..  the turbine engine is the biggest flaw on this tank.",SkyNews
z1riW7za2EQ,So why is the m1 abrams stored in Ukraine waiting to be shipped back for upgrades?,SkyNews
z1riW7za2EQ,M1Abrams is scrap metal against the latest Russian ARMATA tank .,SkyNews
z1riW7za2EQ,First leopard 2 now Abrahams 😅,SkyNews
z1riW7za2EQ,Give Ukraine Atomic-Bomb. And let them talk. Gebt der Ukraine 3 Atombomben und sie werden ins Gespräch kommen.,SkyNews
z1riW7za2EQ,"Never enough propaganda and money for the MiC, huh?",SkyNews
z1riW7za2EQ,Anyone who thinks Ukraine has even a small chance of beating Russia has their head stuck in the sand. Stop listening to mainstream media and look at other types of media. Nato and the USA are determined to star WW3.,SkyNews
z1riW7za2EQ,"The M1 will make little or no difference,  its fuel use makes it an 8hr tank at best,  the sprawling terrain of the Ukraine will see most of these tank out of fuel.",SkyNews
z1riW7za2EQ,"wtf are these guys smoking? prove ""vital"" thats a joke 🤣🤣🤣🤣",SkyNews
z1riW7za2EQ,They’ll be destroyed the minute they cross the border into Ukraine. Metal coffins.,SkyNews
z1riW7za2EQ,Just send in the Canadians 😊,SkyNews
z1riW7za2EQ,Thank god he started saying abrams instead of Abraham’s lol,SkyNews
z1riW7za2EQ,"the delay is training up the technicians to maintain and repair the turbine and electronic equipment in these tanks and getting the spare parts, etc. in place for the trained ukranian soldiers to use.",SkyNews
z1riW7za2EQ,Just like himars and other western weapons .,SkyNews
z1riW7za2EQ,Another “game-changing” weapon system? Because all the others worked magic?,SkyNews
z1riW7za2EQ,More western armour to add to the scrap pile.,SkyNews
z1riW7za2EQ,Issue is the M1A1 never arrived.... not for another few months. thanks on that USA,SkyNews
z1riW7za2EQ,..Someone should get Caterpillar or International Harvester to build Leopards under license..,SkyNews
z1riW7za2EQ,LANCET DRONE IS WAITING WITH VODKA 😅❤❤❤,SkyNews
z1riW7za2EQ,Hahaha let us see challenger2 please then we will talk about A1 fake expert 😮,SkyNews
z1riW7za2EQ,The counter offensive is going just fine  slow and steady wins the race!,SkyNews
z1riW7za2EQ,31 tanks on the size of that front? Might as well spit in the ocean and yell flood.,SkyNews
z1riW7za2EQ,M1’s will become scrap metal,SkyNews
z1riW7za2EQ,The guy's got a stiffy talking about this stuff.,SkyNews
z1riW7za2EQ,"Well America, Germany, and the UK have all supplied tanks for Ukrainian defenses. 
   So thats a good development. Victory for Ukraine!",SkyNews
z1riW7za2EQ,"Another day another wunderwaffen 😂 mainstream media - ,""fragile Russian frontline.... ""😂😂",SkyNews
z1riW7za2EQ,"The Abrams is probably the wrong tank for Ukraine. It’s thirsty, complicated, and requires a lot of maintenance. Also,only 31 tanks to create a separate logistics train for.",SkyNews
z1riW7za2EQ,This is all about profits for arms companies. The only reason the West is continuing this stupid war is  for the blood money .,SkyNews
z1riW7za2EQ,COME AND BURN.😅,SkyNews
z1riW7za2EQ,"Actually, Kudos, UK promised tanks, so then Biden said OK, M1s and that opened the door to Leopards.",SkyNews
z1riW7za2EQ,There crap made for advertising not war,SkyNews
z1riW7za2EQ,"I think its too advanced for Ukraine, leopard isn't doing to well, probably for the same reason.",SkyNews
z1riW7za2EQ,And week later.. Russian destroy it.. 😂🤣😂,SkyNews
z1riW7za2EQ,Black America! Biden did not hesitate to help Ukraine by sending $billions and weapons.  Why has he been silent on the racist French Neo-colonialism stealing all of Africa's resources while the people starve in Africa! Gregory St. James Mundy (author of The Truth About 911),SkyNews
z1riW7za2EQ,Just UK propaganda,SkyNews
z1riW7za2EQ,Be amazing if they actually show up in the first place🤔...,SkyNews
z1riW7za2EQ,"Ukraine is finished and does not stand a chance. All the money, tanks or jets supplied are just delaying the inevitable.",SkyNews
z1riW7za2EQ,Co-vid vaccines to prove vital. Heard that before too.,SkyNews
z1riW7za2EQ,I learned absolutely nothing from this video.,SkyNews
z1riW7za2EQ,Won’t make a difference. The Russians will decimate the M1 just like the other western equipments. Sad that my American tax dollars are being sent to a corrupt regime while average Americans are struggling to get by. FJB! F the Globalists!,SkyNews
z1riW7za2EQ,My cat knows better about what's happening in this war than this guy. Abrams will burn just like all the rest.,SkyNews
z1riW7za2EQ,The Ka-52 Alligators are waiting to eat some Abram's.,SkyNews
z1riW7za2EQ,"If only news media stop posting arms, predict outcomes and try to help both countries work on a peace plan.  Have media ever wonder , how many people are still following war news? Stretched too long",SkyNews
z1riW7za2EQ,"But weren't the magic tanks supposed to be Leopard 2s? The Leopard 2s have been burning since the first day of the ""counter-offensive"" and the same thing will happen to the Abrams which have one more disadvantage they are too heavy and consume more than a Ferrari not exactly ideal with the rainy season just around the corner",SkyNews
z1riW7za2EQ,This tanks will be destroyed same as Germane leopards!!!,SkyNews
z1riW7za2EQ,Don't talk too much. Let wait and see how long American tanks would last in Ukraine. And how many more would be killed. 😢😢😢,SkyNews
z1riW7za2EQ,Ukraine is just one F16 away from victory... M1 Abrams will be vital... HIMARS is a game changer... ya okay - still not seeing the map change much.,SkyNews
z1riW7za2EQ,Abraham's Fruseki🎉,SkyNews
z1riW7za2EQ,I will take the turbine out and try to  fly with it,SkyNews
z1riW7za2EQ,Abram tanks will just be the new target that will be destroyed in the same manner that destroyed the leopards. They will only be the new coffins for the Ukranian soldiers. The only difference they will make is on the pockets of the Biden family and their beneficiaries. Disinformation propaganda.,SkyNews
z1riW7za2EQ,How's the war going on in the MSM? Is Zelensky inside the Kremlin now? lol,SkyNews
z1riW7za2EQ,Abrams are gas guzzlers they costume as much fuel when stationary as when they're moving and the Yanks are sending ones which have been stripped out of anything advanced cos they know they're going to end up in Russian hands,SkyNews
z1riW7za2EQ,Game changer tanks yeah the media has been telling these lies over and over like Joseph Goebbels.,SkyNews
z1riW7za2EQ,"First it was the Javelins and Stingers, then M777’s, then HIMARs, then Leopard tanks and Bradley fighting vehicles, then the Patriots, now F-16 and M1 Abrams all these wonderwaffels did absolute nothing. Russia continues to gain territories and ukraine continues to lose. Oh, and 1.5 km gain in the south at coast of 70 000 KIA and wounded is hardly a gain.",SkyNews
z1riW7za2EQ,It's started raining in the Ukraine and the ground has turned to mud so a 65-75 ton tank won't be able to operate much longer.,SkyNews
z1riW7za2EQ,This is a rolling coffin,SkyNews
z1riW7za2EQ,More displays for the Russian War Museum.,SkyNews
z1riW7za2EQ,"So, a gas-guzzler meant to be used with total air superiority and available in a very limited numbers should turn the tables around?",SkyNews
z1riW7za2EQ,"Yeah sure ! ""vital"" to lead us into nuclear conflict....",SkyNews
z1riW7za2EQ,"Depleted Uranium ?!? They REALY wana ruin the Ukraine ???

""Deadly Dust"" . Google it !",SkyNews
z1riW7za2EQ,"he says they have counter battery radars and are being very effective, forgot to mention that russians- and ukrainians to that matter- fire and move their artillery so they don't get hit back",SkyNews
z1riW7za2EQ,The West getting rid of old equipment 🤡,SkyNews
z1riW7za2EQ,"""controversy... headlines to folllow"" on depleted uranium rounds: 
Ruzzia use Thermobaric and cluster munitions, and have mined most of the land they've kindly ""liberated"" for (their) civilians to live on = What controversy? Ruzzia also have these rounds?",SkyNews
z1riW7za2EQ,"M1 Abrams are useless with out massive amounts of fuel and logistics cover, they will be abandoned about 15 miles deep",SkyNews
z1riW7za2EQ,"LOL...to quote the Spartans when  responding to Philip of Macedon threatening destruction if he attacked Sparta replied with the word""if"".",SkyNews
z1riW7za2EQ,Doesn't  matter how good your tank is when there's a $100 drone sending your co-ordinates to artillery.,SkyNews
z1riW7za2EQ,Abrams will burn,SkyNews
z1riW7za2EQ,More targets for RUSSIA to practice there new artillery and drons,SkyNews
z1riW7za2EQ,Thirty tanks on 1000 miles frontline is a joke!,SkyNews
z1riW7za2EQ,"As things get desperate, call in the Bellend to introduce game changing weapon number 37, because the first 36 didn't",SkyNews
z1riW7za2EQ,"What is going to prove vital is peace, not tanks",SkyNews
z1riW7za2EQ,Cry russia bots,SkyNews
z1riW7za2EQ,The West needs to stop dragging their feet and being scared of hurting Putin's feelings.,SkyNews
z1riW7za2EQ,"What happened to challenger, burns like matches, gone without a challenge.",SkyNews
z1riW7za2EQ,those tanks can fall into russian hands,SkyNews
z1riW7za2EQ,"Not a magic bullet , this is a new type of warfare. Inexpensive drones will set these tanks on fire.",SkyNews
z1riW7za2EQ,"u destroy the mirage of the awesome Abrams in the very first seconds, its from the 1980s!
Compared to modern Korean MBTs, its Lada versus Ferrari",SkyNews
z1riW7za2EQ,"Putin's neo-Bolshevik Russia throws in prison for 5 years everyone who refuses to fight against Ukraine. A friend of Roosevelt and Churchill, the Bolshevik Stalin, Putin's spiritual mentor killed everyone and sent their families to Soviet concentration camps to die who refused to fight against Germany in the Second Anti-Bolshevik War of 1941-1945.",SkyNews
z1riW7za2EQ,give Ukraine more time please. and if they lose then go NATO on him,SkyNews
z1riW7za2EQ,"Seeing how we are prepared for the narrative change...""If"" Kyiv.....",SkyNews
z1riW7za2EQ,"They are pretty heavy, i don’t know how they will perform in the mud of autumn. Russian tanks are lighter.",SkyNews
z1riW7za2EQ,Remember what happened to naughty Hittler's tanks in that area. The heavy tigers and panzers they were pissed on by the simpler lighter and more manouverable T34s. The abrams are too heavy for the muddy clay soils of eastern Ukraine they will get stuck in the mud become sitting ducks to KA52s and artillery. Then their crews will abandon them on the fields and run.,SkyNews
z1riW7za2EQ,Send more … more new targets😇😇😇😇,SkyNews
z1riW7za2EQ,"So this is another 'game changer'
Give us a break",SkyNews
z1riW7za2EQ,"I am just hoping that BP gas stations are available on every corner over there, might as well grab a cup of hot tea and a scone.",SkyNews
z1riW7za2EQ,Glorie Ukraina.,SkyNews
z1riW7za2EQ,More targets for the Russian airforce. Ukraine cannot win this can we please stop the slaughter,SkyNews
z1riW7za2EQ,What they need is air superiority.,SkyNews
z1riW7za2EQ,😂Total bolloks from bell,SkyNews
z1riW7za2EQ,The great NATO it's a Joke 😂😂,SkyNews
z1riW7za2EQ,😂😂😂😂 Sly news pumping out propaganda for their globalist masters !!!,SkyNews
z1riW7za2EQ,Lead the rush to the coast 😂 in time for the summer holidays 😉,SkyNews
z1riW7za2EQ,Yet another western game changer 😂,SkyNews
z1riW7za2EQ,Game changer!! 😅😅😅😅,SkyNews
z1riW7za2EQ,"Apparently the lines are both ""fairly static"" and about to broken through in ""a rush to the coast"" what by 31 Abrams tanks that haven't Chobham armour like a normal tank. But wait there is more during this ""Rush"" all Russian mines will no longer effective or Drones or helicopters or Aircraft or artillery or anti-tanks weapons. All going to be absolutely useless by this huge history making Armoured formation.
Meanwhile back in the world were we look at facts not swayed by partisan propoganda it will make little difference be a prime tanker and from a tankers standpoint a lightning conductor for Russian firepower which of course is going to disappear due to his unsubstantiated opinion thus false analysis and frankly FAKE NEWS. Informed technical analysis this is not it is here little more than day dreaming and propoganda.",SkyNews
z1riW7za2EQ,"""Like matches'. 
😂😂😂",SkyNews
z1riW7za2EQ,"The US has so many older Abrans that are just going to get scrapped some day. If the Ukrainians are going to put up with the logistical strain of fielding these, we should at least provide enough to make a difference.",SkyNews
z1riW7za2EQ,"Bla, bla,bla bla......",SkyNews
z1riW7za2EQ,🇺🇦,SkyNews
z1riW7za2EQ,"i dont like he says there has been no breakthrough .. he should explain what he means.. because several lines has been broken , but yes , still 1 line to go .",SkyNews
z1riW7za2EQ,The Russians will crush them just as they have with the other European tanks. Russia has complete control of the air.,SkyNews
z1riW7za2EQ,"The major next phase of weapons delivery (Abrams, Leopard 1s, and F16s) seems as if it is or was meant to bolster defensive capabilities to ensure no more gains are made by Russia after Ukraine's current counteroffensive. Nothing about it suggests a great change in offensive capability, especially given major advancement is evidently nearly impossible for both sides presently.",SkyNews
z1riW7za2EQ,Cheap material,SkyNews
z1riW7za2EQ,"Ever wondered why the provide in Batches , so they can see wether it’s a waste of tanks or not .",SkyNews
z1riW7za2EQ,western tanks such as the leo 2 and all the equipment sent to ukraine have been thoroughly humiliated with the Russians taking out the leo 2 and Bradleys with ease.,SkyNews
z1riW7za2EQ,Peace talks.,SkyNews
z1riW7za2EQ,"These tanks are bad,,only 8 hr of feul,,maintenance is a hel of a job and ukraine wil never brake throu the Russian defense line..its a meat grinder,,they bether start peace talks.",SkyNews
z1riW7za2EQ,They will also burn 🔥,SkyNews
z1riW7za2EQ,Good to see he’s finally calling it the “Abrams” rather than the “Abraham’s” like he was for the first few months 😂😜,SkyNews
z1riW7za2EQ,"What is it with this guy - ""Controversy over depleted uranium rounds""?

No there isn't. Russia use them and have no problem with their use internationally. 

Wish I'd clocked his face in the thumbnail so I could've skipped watching this drivel.",SkyNews
z1riW7za2EQ,Is this another game changer?,SkyNews
z1riW7za2EQ,Mud Mud Mud good bye,SkyNews
z1riW7za2EQ,And with a bit of luck if they get close air support from the deployed F16 & A10's this hopefully will send the Ruskies packing ! Russia is on an ever descending spiral !,SkyNews
z1riW7za2EQ,It`s been said with the Leopards and still they lost quite a few. They need air superiority/cover not more tanks that America wants to test against the russians.,SkyNews
z1riW7za2EQ,This war is so devastating to the planet.,SkyNews
z1riW7za2EQ,"Western media has made 100 breakthroughs and turn around reports, yet the occupied regions are still in Russia's hands......",SkyNews
z1riW7za2EQ,"Note to experts: avoid using words like ""funny"" or ""fun fact"" or ""hoo-ray"" when describing warfare",SkyNews
z1riW7za2EQ,when are we going to see our brit tanks in action?,SkyNews
z1riW7za2EQ,Sent forward the Abrams will last about an hour.,SkyNews
z1riW7za2EQ,Putin was correct. America will fight Russia to the last Ukrainian,SkyNews
z1riW7za2EQ,"the Abrams is inferior to the Leopard II, which has failed to achieve any kills and all of them have been destroyed",SkyNews
z1riW7za2EQ,Roll all the way to Moscow!,SkyNews
z1riW7za2EQ,Lancet 4 will prove them right .,SkyNews
z1riW7za2EQ,"Why is he all the time saying ""we""? Are england in war with russia?",SkyNews
z1riW7za2EQ,"Knowing mudd will set in the end of september until february/march, no, these tanks won't make a difference coming 6 months...",SkyNews
z1riW7za2EQ,"Another ""gamechanger"" 🤡",SkyNews
z1riW7za2EQ,"I think that all the Russia's neighbours; China, Georgia, Poland, Lithuania, Latvia, Estonia, Finland and Norway; SHOULD be allowed to use land mines, both anti-tank and anti-personnel mines. Russia's use of mines in their occupation of South-Ukraine is a living proof that mines are very EFFECTIVE defensive barrier between an attacker and a defender.",SkyNews
z1riW7za2EQ,sounds like blackmail to me if M1 Abrams battle tanks to prove 'vital' > if Kyiv makes breakthrough ukraine cant win no matter what weapons they have or get wake up people,SkyNews
z1riW7za2EQ,"As Colonel Douglas McGregor said on his YouTube channel the M1 abrams tank uses a jet engine and produces intense heat when running and the russians will be able to see it and destroy it .
It would be a different story if it was propelled by a diesel engine .",SkyNews
z1riW7za2EQ,"Oh no!  Not another game changer!  How many is that now?  I've lost track.
Tech does not win wars.  Soldiers win war.  If they don't have good generals, they don't win.  If the Ukrainians are in daily contact with the Pentagon and are following their lead, they're not going to win.  The Pentagon is full of over educated hacks with too many stars for their level of skill.
Notice that your commenters know more about the Abrams than your ""expert""?",SkyNews
z1riW7za2EQ,no passanger seatbelt.,SkyNews
z1riW7za2EQ,"It's all fine and well giving Ukraine Western Arms, unfortunately it's manpower we need! We have sustained horrific casualties as have the Russians, but they can replace their losses whereupon Ukraine has trouble doing that!",SkyNews
z1riW7za2EQ,"Looking at the battlefield it looks like tank's get knocked out easy enough, am I wrong. ✌️☘️",SkyNews
z1riW7za2EQ,"I’m a Brit Asian guy from the midlands, I believe in one God his angels his prophets and the last seal of the prophets. What I want to say despite ur colour or background beliefs etc,  when we kill each other its Gods wrath upon us for whatever reasons of our own, its been happening since Adam had sons and they started to kill each other we kill each other so much we ain’t got time to bury them we kill more and more until we are killed 😢 God be merciful and May he help us Ameen",SkyNews
z1riW7za2EQ,Fake news.,SkyNews
z1riW7za2EQ,"The only way to actually end the conflict would be for Ukraine to demonstrate domestic nuclear bomb building capability. If they did atmospheric testing of a half dozen atomic bombs in a non populated area, that would do it. Level the playing field. Think about it, nuclear nations are never invaded, among others North Korea, South Africa, Pakistan and India have demonstrated this capability in recent decades. Ukraine is literally the only nation on earth to give up its nuclear capability in recent decades. Let's not mention the failure of the Budapest memorandum signatories, incl. US, UK, & Russia to defend Ukraine's territorial integrity. How did that work out? One could argue there is an obligation under international law for Ukraine to hold nukes for their national security.",SkyNews
z1riW7za2EQ,The Great Spring Offensive will finally make great gains in october when Abrams arrive to battlefield and change everything.,SkyNews
z1riW7za2EQ,It's disgusting how we as human race talk about killing others humans like it's some game😢,SkyNews
z1riW7za2EQ,Trash. Burns up a tank of fuel in 8 hours. Overheat and don't even need to move to burn fuel. Heat signature easily seen from space,SkyNews
z1riW7za2EQ,F Russia,SkyNews
z1riW7za2EQ,ezeket is szarrá lövik,SkyNews
z1riW7za2EQ,If Ukraine can’t break through on the coming weeks then it is stalemate and they will be forced to accept new borders,SkyNews
z1riW7za2EQ,In the first line with 8 h autonomy ... it is Lancet dinner...,SkyNews
z1riW7za2EQ,😂 fragile Russian front line?? But there are less fragile lines behind the front fragile line. So it is abit of a uphill battle,SkyNews
z1riW7za2EQ,Слава Україні - and God bless the US for supplying weapons and munitions for Ukrainians right to defend themselves!,SkyNews
z1riW7za2EQ,Finally this “expert” did not say “Abraham” tank😅,SkyNews
z1riW7za2EQ,Haha more game changers😅 Seems like Nuks are the next thing to send 😅,SkyNews
z1riW7za2EQ,"10 tanks by middle of September, that's ridiculous, Ukraine needs 500 !",SkyNews
z1riW7za2EQ,Well there is already an area called Bradley Square,SkyNews
z1riW7za2EQ,The Ukr are clearly very close to a breakthrough but we don't know how close.,SkyNews
z1riW7za2EQ,Not Prof Michael Clarke but still good news just the same.,SkyNews
z1riW7za2EQ,31…. What a joke. They need 1500.,SkyNews
z1riW7za2EQ,Counter battery radar. Very good. Finally!,SkyNews
z1riW7za2EQ,They will be crushed . 🇺🇸 tanks are for subduing populations.  🇷🇺 tanks are for war .,SkyNews
z1riW7za2EQ,"I'm still waiting for my answer from Sky, where is our Challenger 2 Tank? I thought it was a game changer. 
Where are our planes?",SkyNews
z1riW7za2EQ,"Oh, the latest wonder weapon, this should make all the difference. Anyway!",SkyNews
z1riW7za2EQ,Abrams is designed to fight third world armies in the middle east. not the Russians with ATGM and Ka52 tank killers. M1 will make great tank graveyards.,SkyNews
z1riW7za2EQ,But how good are the Abrams in snow??,SkyNews
z1riW7za2EQ,we are giving older tanks with 105's... dont expect much...just not enough...,SkyNews
z1riW7za2EQ,"Give Ukraine three nukes.    We disarmed them under an agreement between Ukraine, Russia and leading Western powers guaranteeing their security if they gave up their large stockpile of nukes.  Russia has twice violated their sovereignty so give them the means to expel Russian fascist invaders.",SkyNews
z1riW7za2EQ,"Ukraine lost more than 50 k soldiers after counter offensive,",SkyNews
z1riW7za2EQ,"Actually france and germany got dammaged of ukranian russia war, American got advantage of increseased oil price n sale, also got new european market",SkyNews
z1riW7za2EQ,Russia 🇷🇺 will destroy the tank,SkyNews
z1riW7za2EQ,"When will SN wake up ? On one hand they tell the world how Biden is corrupt   , bad to what he has done to America.. then SN supports Ukraine war ? who is driving the Ukrainian war ? America and Biden ... what is wrong with the facts and reporting... ?  Wake up",SkyNews
z1riW7za2EQ,"The US tested 2 atomic bombs on Japan, Russia will test one SS18 on Ukraine 🤣🚀🤣",SkyNews
z1riW7za2EQ,"Oh yeah real vital after Challengers and Leopards  have done all the hard  work . The whole Abrams tank supply issue is an embarrassing joke .  The truth is that the US was terrified that if the Abrams tanks went in too early and they started loosing too many it could negatively affect their arms sales .  They are also too heavy for the wet muddy conditions in Ukraine .
Off course after the other tanks have cleared the way the US tanks might appear and I am sick of hearing  the BS maintenance issue it's an excuse  . Ukraine can build tanks and build jet engines and turbines  they can maintain  a bloody tank  with some training . If these tanks are so difficult to maintain and keep running then maybe they are unsuitable for anyone  .",SkyNews
z1riW7za2EQ,Russia will be out of Ukraine by next speing🇺🇦🇺🇦👍👍,SkyNews
z1riW7za2EQ,"Sean Bell has generally a pretty clear view of developments but this time he's way off the mark. Over 100 Leopard tanks and a handful of Challengers have no impact at all. But 31 Abrams will make a HUGE difference, especially since they will be delivered after the battle is over.",SkyNews
z1riW7za2EQ,Very smart guest,SkyNews
z1riW7za2EQ,"USA delayed Abrahams until the rainy season so that they cant be deployed as they are too heavy to cross muddy UA fields.
How fortunate for USA that their wont be videos of burning Abrahams.... until next summer",SkyNews
z1riW7za2EQ,Ukraine is getting slaughtered. The mainstream media is lying. Abrams tanks are just going to get destroyed like the Leopards and everything else. End this war.,SkyNews
z1riW7za2EQ,Was the M-1 made for the middle east battles?  Seems large for the Ukraine and Russia style of war and territory.  I would think they'd want something smaller.,SkyNews
z1riW7za2EQ,"and last sentence was ""fragile russian defense lines"". OMG, what a propaganda garbage. Gebels was at least creative and original for his time.",SkyNews
z1riW7za2EQ,AlohaMir23🇺🇦☮️🔱,SkyNews
z1riW7za2EQ,😂😂 Russian bots have hard time to cope. Russia losing badly,SkyNews
z1riW7za2EQ,Glory to Ukraine,SkyNews
